U50        Team ball sports
X76.39      Intentional self-harm by smoke, fire and flames, sports and athletics area, during unspecified activity
X76.4       Intentional self-harm by smoke, fire and flames, street and highway
X76.40      Intentional self-harm by smoke, fire and flames, street and highway, while engaged in sports activity
X76.41      Intentional self-harm by smoke, fire and flames, street and highway, while engaged in leisure activity
X76.42      Intentional self-harm by smoke, fire and flames, street and highway, while working for income
X76.43      Intentional self-harm by smoke, fire and flames, street and highway, while engaged in other types of work
X76.44      Intentional self-harm by smoke, fire and flames, street and highway, while resting, sleeping, eating or engaging in other vital activities
X76.48      Intentional self-harm by smoke, fire and flames, street and highway, while engaged in other specified activities
X76.49      Intentional self-harm by smoke, fire and flames, street and highway, during unspecified activity
X76.5       Intentional self-harm by smoke, fire and flames, trade and service area
X76.50      Intentional self-harm by smoke, fire and flames, trade and service area, while engaged in sports activity
X76.51      Intentional self-harm by smoke, fire and flames, trade and service area, while engaged in leisure activity
X76.52      Intentional self-harm by smoke, fire and flames, trade and service area, while working for income
X76.53      Intentional self-harm by smoke, fire and flames, trade and service area, while engaged in other types of work
X76.54      Intentional self-harm by smoke, fire and flames, trade and service area, while resting, sleeping, eating or engaging in other vital activities
X76.58      Intentional self-harm by smoke, fire and flames, trade and service area, while engaged in other specified activities
X76.59      Intentional self-harm by smoke, fire and flames, trade and service area, during unspecified activity
X76.6       Intentional self-harm by smoke, fire and flames, industrial and construction area
X76.60      Intentional self-harm by smoke, fire and flames, industrial and construction area, while engaged in sports activity
X76.61      Intentional self-harm by smoke, fire and flames, industrial and construction area, while engaged in leisure activity
X76.62      Intentional self-harm by smoke, fire and flames, industrial and construction area, while working for income
X76.63      Intentional self-harm by smoke, fire and flames, industrial and construction area, while engaged in other types of work
X76.64      Intentional self-harm by smoke, fire and flames, industrial and construction area, while resting, sleeping, eating or engaging in other vital activities
X76.68      Intentional self-harm by smoke, fire and flames, industrial and construction area, while engaged in other specified activities
X76.69      Intentional self-harm by smoke, fire and flames, industrial and construction area, during unspecified activity
X76.7       Intentional self-harm by smoke, fire and flames, farm
X76.70      Intentional self-harm by smoke, fire and flames, farm, while engaged in sports activity
X76.71      Intentional self-harm by smoke, fire and flames, farm, while engaged in leisure activity
X76.72      Intentional self-harm by smoke, fire and flames, farm, while working for income
X76.73      Intentional self-harm by smoke, fire and flames, farm, while engaged in other types of work
X76.74      Intentional self-harm by smoke, fire and flames, farm, while resting, sleeping, eating or engaging in other vital activities
X76.78      Intentional self-harm by smoke, fire and flames, farm, while engaged in other specified activities
X76.79      Intentional self-harm by smoke, fire and flames, farm, during unspecified activity
X76.8       Intentional self-harm by smoke, fire and flames, other specified places
X76.80      Intentional self-harm by smoke, fire and flames, other specified places, while engaged in sports activity
X76.81      Intentional self-harm by smoke, fire and flames, other specified places, while engaged in leisure activity
X76.82      Intentional self-harm by smoke, fire and flames, other specified places, while working for income
X76.83      Intentional self-harm by smoke, fire and flames, other specified places, while engaged in other types of work
X76.84      Intentional self-harm by smoke, fire and flames, other specified places, while resting, sleeping, eating or engaging in other vital activities
X76.88      Intentional self-harm by smoke, fire and flames, other specified places, while engaged in other specified activities
X76.89      Intentional self-harm by smoke, fire and flames, other specified places, during unspecified activity
X76.9       Intentional self-harm by smoke, fire and flames, unspecified place
X76.90      Intentional self-harm by smoke, fire and flames, unspecified place, while engaged in sports activity
X76.91      Intentional self-harm by smoke, fire and flames, unspecified place, while engaged in leisure activity
X76.92      Intentional self-harm by smoke, fire and flames, unspecified place, while working for income
X76.93      Intentional self-harm by smoke, fire and flames, unspecified place, while engaged in other types of work
X76.94      Intentional self-harm by smoke, fire and flames, unspecified place, while resting, sleeping, eating or engaging in other vital activities
X76.98      Intentional self-harm by smoke, fire and flames, unspecified place, while engaged in other specified activities
X76.99      Intentional self-harm by smoke, fire and flames, unspecified place, during unspecified activity
X77         Intentional self-harm by steam, hot vapours and hot objects
X77.0       Intentional self-harm by steam, hot vapours and hot objects, home
X77.00      Intentional self-harm by steam, hot vapours and hot objects, home, while engaged in sports activity
X77.01      Intentional self-harm by steam, hot vapours and hot objects, home, while engaged in leisure activity
X77.02      Intentional self-harm by steam, hot vapours and hot objects, home, while working for income
X77.03      Intentional self-harm by steam, hot vapours and hot objects, home, while engaged in other types of work
X77.04      Intentional self-harm by steam, hot vapours and hot objects, home, while resting, sleeping, eating or engaging in other vital activities
X77.08      Intentional self-harm by steam, hot vapours and hot objects, home, while engaged in other specified activities
X77.09      Intentional self-harm by steam, hot vapours and hot objects, home, during unspecified activity
X77.1       Intentional self-harm by steam, hot vapours and hot objects, residential institution
X77.10      Intentional self-harm by steam, hot vapours and hot objects, residential institution, while engaged in sports activity
X77.11      Intentional self-harm by steam, hot vapours and hot objects, residential institution, while engaged in leisure activity
X77.12      Intentional self-harm by steam, hot vapours and hot objects, residential institution, while working for income
X77.13      Intentional self-harm by steam, hot vapours and hot objects, residential institution, while engaged in other types of work
X77.14      Intentional self-harm by steam, hot vapours and hot objects, residential institution, while resting, sleeping, eating or engaging in other vital activities
X77.18      Intentional self-harm by steam, hot vapours and hot objects, residential institution, while engaged in other specified activities
X77.19      Intentional self-harm by steam, hot vapours and hot objects, residential institution, during unspecified activity
X77.2       Intentional self-harm by steam, hot vapours and hot objects, school, other institution and public administration area
X77.20      Intentional self-harm by steam, hot vapours and hot objects, school, other institution and public administrative area, while engaged in sports activity
X77.21      Intentional self-harm by steam, hot vapours and hot objects, school, other institution and public administrative area, while engaged in leisure activity
X77.22      Intentional self-harm by steam, hot vapours and hot objects, school, other institution and public administrative area, while working for income
X77.23      Intentional self-harm by steam, hot vapours and hot objects, school, other institution and public administrative area, while engaged in other types of work
X77.24      Intentional self-harm by steam, hot vapours and hot objects, school, other institution and public administrative area, while resting, sleeping, eating or engaging in other vital activities
X77.28      Intentional self-harm by steam, hot vapours and hot objects, school, other institution and public administrative area, while engaged in other specified activities
X77.29      Intentional self-harm by steam, hot vapours and hot objects, school, other institution and public administrative area, during unspecified activity
X77.3       Intentional self-harm by steam, hot vapours and hot objects, sports and athletics area
X77.30      Intentional self-harm by steam, hot vapours and hot objects, sports and athletics area, while engaged in sports activity
X77.31      Intentional self-harm by steam, hot vapours and hot objects, sports and athletics area, while engaged in leisure activity
X77.32      Intentional self-harm by steam, hot vapours and hot objects, sports and athletics area, while working for income
X77.33      Intentional self-harm by steam, hot vapours and hot objects, sports and athletics area, while engaged in other types of work
X77.34      Intentional self-harm by steam, hot vapours and hot objects, sports and athletics area, while resting, sleeping, eating or engaging in other vital activities
X77.38      Intentional self-harm by steam, hot vapours and hot objects, sports and athletics area, while engaged in other specified activities
X77.39      Intentional self-harm by steam, hot vapours and hot objects, sports and athletics area, during unspecified activity
X77.4       Intentional self-harm by steam, hot vapours and hot objects, street and highway
X77.40      Intentional self-harm by steam, hot vapours and hot objects, street and highway, while engaged in sports activity
X77.41      Intentional self-harm by steam, hot vapours and hot objects, street and highway, while engaged in leisure activity
X77.42      Intentional self-harm by steam, hot vapours and hot objects, street and highway, while working for income
X77.43      Intentional self-harm by steam, hot vapours and hot objects, street and highway, while engaged in other types of work
X77.44      Intentional self-harm by steam, hot vapours and hot objects, street and highway, while resting, sleeping, eating or engaging in other vital activities
X77.48      Intentional self-harm by steam, hot vapours and hot objects, street and highway, while engaged in other specified activities
X77.49      Intentional self-harm by steam, hot vapours and hot objects, street and highway, during unspecified activity
X77.5       Intentional self-harm by steam, hot vapours and hot objects, trade and service area
X77.50      Intentional self-harm by steam, hot vapours and hot objects, trade and service area, while engaged in sports activity
X77.51      Intentional self-harm by steam, hot vapours and hot objects, trade and service area, while engaged in leisure activity
X77.52      Intentional self-harm by steam, hot vapours and hot objects, trade and service area, while working for income
X77.53      Intentional self-harm by steam, hot vapours and hot objects, trade and service area, while engaged in other types of work
X77.54      Intentional self-harm by steam, hot vapours and hot objects, trade and service area, while resting, sleeping, eating or engaging in other vital activities
X77.58      Intentional self-harm by steam, hot vapours and hot objects, trade and service area, while engaged in other specified activities
X77.59      Intentional self-harm by steam, hot vapours and hot objects, trade and service area, during unspecified activity
X77.6       Intentional self-harm by steam, hot vapours and hot objects, industrial and construction area
X77.60      Intentional self-harm by steam, hot vapours and hot objects, industrial and construction area, while engaged in sports activity
X77.61      Intentional self-harm by steam, hot vapours and hot objects, industrial and construction area, while engaged in leisure activity
X77.62      Intentional self-harm by steam, hot vapours and hot objects, industrial and construction area, while working for income
X77.63      Intentional self-harm by steam, hot vapours and hot objects, industrial and construction area, while engaged in other types of work
X77.64      Intentional self-harm by steam, hot vapours and hot objects, industrial and construction area, while resting, sleeping, eating or engaging in other vital activities
X77.68      Intentional self-harm by steam, hot vapours and hot objects, industrial and construction area, while engaged in other specified activities
X77.69      Intentional self-harm by steam, hot vapours and hot objects, industrial and construction area, during unspecified activity
X77.7       Intentional self-harm by steam, hot vapours and hot objects, farm
X77.70      Intentional self-harm by steam, hot vapours and hot objects, farm, while engaged in sports activity
X77.71      Intentional self-harm by steam, hot vapours and hot objects, farm, while engaged in leisure activity
X77.72      Intentional self-harm by steam, hot vapours and hot objects, farm, while working for income
X77.73      Intentional self-harm by steam, hot vapours and hot objects, farm, while engaged in other types of work
X77.74      Intentional self-harm by steam, hot vapours and hot objects, farm, while resting, sleeping, eating or engaging in other vital activities
X77.78      Intentional self-harm by steam, hot vapours and hot objects, farm, while engaged in other specified activities
X77.79      Intentional self-harm by steam, hot vapours and hot objects, farm, during unspecified activity
X77.8       Intentional self-harm by steam, hot vapours and hot objects, other specified places
X77.80      Intentional self-harm by steam, hot vapours and hot objects, other specified places, while engaged in sports activity
X77.81      Intentional self-harm by steam, hot vapours and hot objects, other specified places, while engaged in leisure activity
X77.82      Intentional self-harm by steam, hot vapours and hot objects, other specified places, while working for income
X77.83      Intentional self-harm by steam, hot vapours and hot objects, other specified places, while engaged in other types of work
X77.84      Intentional self-harm by steam, hot vapours and hot objects, other specified places, while resting, sleeping, eating or engaging in other vital activities
X77.88      Intentional self-harm by steam, hot vapours and hot objects, other specified places, while engaged in other specified activities
X77.89      Intentional self-harm by steam, hot vapours and hot objects, other specified places, during unspecified activity
X77.9       Intentional self-harm by steam, hot vapours and hot objects, unspecified place
X77.90      Intentional self-harm by steam, hot vapours and hot objects, unspecified place, while engaged in sports activity
X77.91      Intentional self-harm by steam, hot vapours and hot objects, unspecified place, while engaged in leisure activity
X77.92      Intentional self-harm by steam, hot vapours and hot objects, unspecified place, while working for income
X77.93      Intentional self-harm by steam, hot vapours and hot objects, unspecified place, while engaged in other types of work
X77.94      Intentional self-harm by steam, hot vapours and hot objects, unspecified place, while resting, sleeping, eating or engaging in other vital activities
X77.98      Intentional self-harm by steam, hot vapours and hot objects, unspecified place, while engaged in other specified activities
X77.99      Intentional self-harm by steam, hot vapours and hot objects, unspecified place, during unspecified activity
X78         Intentional self-harm by sharp object
X78.0       Intentional self-harm by knife
X78.00      Intentional self-harm by sharp object, home, while engaged in sports activity
X78.01      Intentional self-harm by sharp object, home, while engaged in leisure activity
X78.02      Intentional self-harm by sharp object, home, while working for income
X78.03      Intentional self-harm by sharp object, home, while engaged in other types of work
X78.04      Intentional self-harm by sharp object, home, while resting, sleeping, eating or engaging in other vital activities
X78.08      Intentional self-harm by sharp object, home, while engaged in other specified activities
X78.09      Intentional self-harm by sharp object, home, during unspecified activity
X78.1       Intentional self-harm by razor blade
X78.10      Intentional self-harm by sharp object, residential institution, while engaged in sports activity
X78.11      Intentional self-harm by sharp object, residential institution, while engaged in leisure activity
X78.12      Intentional self-harm by sharp object, residential institution, while working for income
X78.13      Intentional self-harm by sharp object, residential institution, while engaged in other types of work
X78.14      Intentional self-harm by sharp object, residential institution, while resting, sleeping, eating or engaging in other vital activities
X78.18      Intentional self-harm by sharp object, residential institution, while engaged in other specified activities
X78.19      Intentional self-harm by sharp object, residential institution, during unspecified activity
X78.2       Intentional self-harm by hypodermic needle and syringe
X78.20      Intentional self-harm by sharp object, school, other institution and public administrative area, while engaged in sports activity
X78.21      Intentional self-harm by sharp object, school, other institution and public administrative area, while engaged in leisure activity
X78.22      Intentional self-harm by sharp object, school, other institution and public administrative area, while working for income
X78.23      Intentional self-harm by sharp object, school, other institution and public administrative area, while engaged in other types of work
X78.24      Intentional self-harm by sharp object, school, other institution and public administrative area, while resting, sleeping, eating or engaging in other vital activities
X78.28      Intentional self-harm by sharp object, school, other institution and public administrative area, while engaged in other specified activities
X78.29      Intentional self-harm by sharp object, school, other institution and public administrative area, during unspecified activity
X78.3       Intentional self-harm by glass
X78.30      Intentional self-harm by sharp object, sports and athletics area, while engaged in sports activity
X78.31      Intentional self-harm by sharp object, sports and athletics area, while engaged in leisure activity
X78.32      Intentional self-harm by sharp object, sports and athletics area, while working for income
X78.33      Intentional self-harm by sharp object, sports and athletics area, while engaged in other types of work
X78.34      Intentional self-harm by sharp object, sports and athletics area, while resting, sleeping, eating or engaging in other vital activities
X78.38      Intentional self-harm by sharp object, sports and athletics area, while engaged in other specified activities
X78.39      Intentional self-harm by sharp object, sports and athletics area, during unspecified activity
X78.4       Intentional self-harm by sharp object, street and highway
X78.40      Intentional self-harm by sharp object, street and highway, while engaged in sports activity
X78.41      Intentional self-harm by sharp object, street and highway, while engaged in leisure activity
X78.42      Intentional self-harm by sharp object, street and highway, while working for income
X78.43      Intentional self-harm by sharp object, street and highway, while engaged in other types of work
X78.44      Intentional self-harm by sharp object, street and highway, while resting, sleeping, eating or engaging in other vital activities
X78.48      Intentional self-harm by sharp object, street and highway, while engaged in other specified activities
X78.49      Intentional self-harm by sharp object, street and highway, during unspecified activity
X78.5       Intentional self-harm by sharp object, trade and service area
X78.50      Intentional self-harm by sharp object, trade and service area, while engaged in sports activity
X78.51      Intentional self-harm by sharp object, trade and service area, while engaged in leisure activity
X78.52      Intentional self-harm by sharp object, trade and service area, while working for income
X78.53      Intentional self-harm by sharp object, trade and service area, while engaged in other types of work
X78.54      Intentional self-harm by sharp object, trade and service area, while resting, sleeping, eating or engaging in other vital activities
X78.58      Intentional self-harm by sharp object, trade and service area, while engaged in other specified activities
X78.59      Intentional self-harm by sharp object, trade and service area, during unspecified activity
X78.6       Intentional self-harm by sharp object, industrial and construction area
X78.60      Intentional self-harm by sharp object, industrial and construction area, while engaged in sports activity
X78.61      Intentional self-harm by sharp object, industrial and construction area, while engaged in leisure activity
X78.62      Intentional self-harm by sharp object, industrial and construction area, while working for income
X78.63      Intentional self-harm by sharp object, industrial and construction area, while engaged in other types of work
X78.64      Intentional self-harm by sharp object, industrial and construction area, while resting, sleeping, eating or engaging in other vital activities
X78.68      Intentional self-harm by sharp object, industrial and construction area, while engaged in other specified activities
X78.69      Intentional self-harm by sharp object, industrial and construction area, during unspecified activity
X78.7       Intentional self-harm by sharp object, farm
X78.70      Intentional self-harm by sharp object, farm, while engaged in sports activity
X78.71      Intentional self-harm by sharp object, farm, while engaged in leisure activity
X78.72      Intentional self-harm by sharp object, farm, while working for income
X78.73      Intentional self-harm by sharp object, farm, while engaged in other types of work
X78.74      Intentional self-harm by sharp object, farm, while resting, sleeping, eating or engaging in other vital activities
X78.78      Intentional self-harm by sharp object, farm, while engaged in other specified activities
X78.79      Intentional self-harm by sharp object, farm, during unspecified activity
X78.8       Intentional self-harm by other specified sharp object
X78.80      Intentional self-harm by sharp object, other specified places, while engaged in sports activity
X78.81      Intentional self-harm by sharp object, other specified places, while engaged in leisure activity
X78.82      Intentional self-harm by sharp object, other specified places, while working for income
X78.83      Intentional self-harm by sharp object, other specified places, while engaged in other types of work
X78.84      Intentional self-harm by sharp object, other specified places, while resting, sleeping, eating or engaging in other vital activities
X78.88      Intentional self-harm by sharp object, other specified places, while engaged in other specified activities
X78.89      Intentional self-harm by sharp object, other specified places, during unspecified activity
X78.9       Intentional self-harm by sharp object, unspecified
X78.90      Intentional self-harm by sharp object, unspecified place, while engaged in sports activity
X78.91      Intentional self-harm by sharp object, unspecified place, while engaged in leisure activity
X78.92      Intentional self-harm by sharp object, unspecified place, while working for income
X78.93      Intentional self-harm by sharp object, unspecified place, while engaged in other types of work
X78.94      Intentional self-harm by sharp object, unspecified place, while resting, sleeping, eating or engaging in other vital activities
X78.98      Intentional self-harm by sharp object, unspecified place, while engaged in other specified activities
X78.99      Intentional self-harm by sharp object, unspecified place, during unspecified activity
X79         Intentional self-harm by blunt object
X79.0       Intentional self-harm by blunt object, home
X79.00      Intentional self-harm by blunt object, home, while engaged in sports activity
X79.01      Intentional self-harm by blunt object, home, while engaged in leisure activity
X79.02      Intentional self-harm by blunt object, home, while working for income
X79.03      Intentional self-harm by blunt object, home, while engaged in other types of work
X79.04      Intentional self-harm by blunt object, home, while resting, sleeping, eating or engaging in other vital activities
X79.08      Intentional self-harm by blunt object, home, while engaged in other specified activities
X79.09      Intentional self-harm by blunt object, home, during unspecified activity
X79.1       Intentional self-harm by blunt object, residential institution
X79.10      Intentional self-harm by blunt object, residential institution, while engaged in sports activity
X79.11      Intentional self-harm by blunt object, residential institution, while engaged in leisure activity
X79.12      Intentional self-harm by blunt object, residential institution, while working for income
X79.13      Intentional self-harm by blunt object, residential institution, while engaged in other types of work
X79.14      Intentional self-harm by blunt object, residential institution, while resting, sleeping, eating or engaging in other vital activities
X79.18      Intentional self-harm by blunt object, residential institution, while engaged in other specified activities
X79.19      Intentional self-harm by blunt object, residential institution, during unspecified activity
X79.2       Intentional self-harm by blunt object, school, other institution and public administration area
X79.20      Intentional self-harm by blunt object, school, other institution and public administrative area, while engaged in sports activity
X79.21      Intentional self-harm by blunt object, school, other institution and public administrative area, while engaged in leisure activity
X79.22      Intentional self-harm by blunt object, school, other institution and public administrative area, while working for income
X79.23      Intentional self-harm by blunt object, school, other institution and public administrative area, while engaged in other types of work
X79.24      Intentional self-harm by blunt object, school, other institution and public administrative area, while resting, sleeping, eating or engaging in other vital activities
X79.28      Intentional self-harm by blunt object, school, other institution and public administrative area, while engaged in other specified activities
X79.29      Intentional self-harm by blunt object, school, other institution and public administrative area, during unspecified activity
X79.3       Intentional self-harm by blunt object, sports and athletics area
X79.30      Intentional self-harm by blunt object, sports and athletics area, while engaged in sports activity
X79.31      Intentional self-harm by blunt object, sports and athletics area, while engaged in leisure activity
X79.32      Intentional self-harm by blunt object, sports and athletics area, while working for income
X79.33      Intentional self-harm by blunt object, sports and athletics area, while engaged in other types of work
X79.34      Intentional self-harm by blunt object, sports and athletics area, while resting, sleeping, eating or engaging in other vital activities
X79.38      Intentional self-harm by blunt object, sports and athletics area, while engaged in other specified activities
X79.39      Intentional self-harm by blunt object, sports and athletics area, during unspecified activity
X79.4       Intentional self-harm by blunt object, street and highway
X79.40      Intentional self-harm by blunt object, street and highway, while engaged in sports activity
X79.41      Intentional self-harm by blunt object, street and highway, while engaged in leisure activity
X79.42      Intentional self-harm by blunt object, street and highway, while working for income
X79.43      Intentional self-harm by blunt object, street and highway, while engaged in other types of work
X79.44      Intentional self-harm by blunt object, street and highway, while resting, sleeping, eating or engaging in other vital activities
X79.48      Intentional self-harm by blunt object, street and highway, while engaged in other specified activities
X79.49      Intentional self-harm by blunt object, street and highway, during unspecified activity
X79.5       Intentional self-harm by blunt object, trade and service area
X79.50      Intentional self-harm by blunt object, trade and service area, while engaged in sports activity
X79.51      Intentional self-harm by blunt object, trade and service area, while engaged in leisure activity
X79.52      Intentional self-harm by blunt object, trade and service area, while working for income
X79.53      Intentional self-harm by blunt object, trade and service area, while engaged in other types of work
X79.54      Intentional self-harm by blunt object, trade and service area, while resting, sleeping, eating or engaging in other vital activities
X79.58      Intentional self-harm by blunt object, trade and service area, while engaged in other specified activities
X79.59      Intentional self-harm by blunt object, trade and service area, during unspecified activity
X79.6       Intentional self-harm by blunt object, industrial and construction area
X79.60      Intentional self-harm by blunt object, industrial and construction area, while engaged in sports activity
X79.61      Intentional self-harm by blunt object, industrial and construction area, while engaged in leisure activity
X79.62      Intentional self-harm by blunt object, industrial and construction area, while working for income
X79.63      Intentional self-harm by blunt object, industrial and construction area, while engaged in other types of work
X79.64      Intentional self-harm by blunt object, industrial and construction area, while resting, sleeping, eating or engaging in other vital activities
X79.68      Intentional self-harm by blunt object, industrial and construction area, while engaged in other specified activities
X79.69      Intentional self-harm by blunt object, industrial and construction area, during unspecified activity
X79.7       Intentional self-harm by blunt object, farm
X79.70      Intentional self-harm by blunt object, farm, while engaged in sports activity
X79.71      Intentional self-harm by blunt object, farm, while engaged in leisure activity
X79.72      Intentional self-harm by blunt object, farm, while working for income
X79.73      Intentional self-harm by blunt object, farm, while engaged in other types of work
X79.74      Intentional self-harm by blunt object, farm, while resting, sleeping, eating or engaging in other vital activities
X79.78      Intentional self-harm by blunt object, farm, while engaged in other specified activities
X79.79      Intentional self-harm by blunt object, farm, during unspecified activity
X79.8       Intentional self-harm by blunt object, other specified places
X79.80      Intentional self-harm by blunt object, other specified places, while engaged in sports activity
X79.81      Intentional self-harm by blunt object, other specified places, while engaged in leisure activity
X79.82      Intentional self-harm by blunt object, other specified places, while working for income
X79.83      Intentional self-harm by blunt object, other specified places, while engaged in other types of work
X79.84      Intentional self-harm by blunt object, other specified places, while resting, sleeping, eating or engaging in other vital activities
X79.88      Intentional self-harm by blunt object, other specified places, while engaged in other specified activities
X79.89      Intentional self-harm by blunt object, other specified places, during unspecified activity
X79.9       Intentional self-harm by blunt object, unspecified place
X79.90      Intentional self-harm by blunt object, unspecified place, while engaged in sports activity
X79.91      Intentional self-harm by blunt object, unspecified place, while engaged in leisure activity
X79.92      Intentional self-harm by blunt object, unspecified place, while working for income
X79.93      Intentional self-harm by blunt object, unspecified place, while engaged in other types of work
X79.94      Intentional self-harm by blunt object, unspecified place, while resting, sleeping, eating or engaging in other vital activities
X79.98      Intentional self-harm by blunt object, unspecified place, while engaged in other specified activities
X79.99      Intentional self-harm by blunt object, unspecified place, during unspecified activity
X80         Intentional self-harm by jumping from a high place
X80.0       Intentional self-harm by jumping from a high place, home
X80.00      Intentional self-harm by jumping from a high place, home, while engaged in sports activity
X80.01      Intentional self-harm by jumping from a high place, home, while engaged in leisure activity
X80.02      Intentional self-harm by jumping from a high place, home, while working for income
X80.03      Intentional self-harm by jumping from a high place, home, while engaged in other types of work
X80.04      Intentional self-harm by jumping from a high place, home, while resting, sleeping, eating or engaging in other vital activities
X80.08      Intentional self-harm by jumping from a high place, home, while engaged in other specified activities
X80.09      Intentional self-harm by jumping from a high place, home, during unspecified activity
X80.1       Intentional self-harm by jumping from a high place, residential institution
X80.10      Intentional self-harm by jumping from a high place, residential institution, while engaged in sports activity
X80.11      Intentional self-harm by jumping from a high place, residential institution, while engaged in leisure activity
X80.12      Intentional self-harm by jumping from a high place, residential institution, while working for income
X80.13      Intentional self-harm by jumping from a high place, residential institution, while engaged in other types of work
X80.14      Intentional self-harm by jumping from a high place, residential institution, while resting, sleeping, eating or engaging in other vital activities
X80.18      Intentional self-harm by jumping from a high place, residential institution, while engaged in other specified activities
X80.19      Intentional self-harm by jumping from a high place, residential institution, during unspecified activity
X80.2       Intentional self-harm by jumping from a high place, school, other institution and public administration area
X80.20      Intentional self-harm by jumping from a high place, school, other institution and public administrative area, while engaged in sports activity
X80.21      Intentional self-harm by jumping from a high place, school, other institution and public administrative area, while engaged in leisure activity
X80.22      Intentional self-harm by jumping from a high place, school, other institution and public administrative area, while working for income
X80.23      Intentional self-harm by jumping from a high place, school, other institution and public administrative area, while engaged in other types of work
X80.24      Intentional self-harm by jumping from a high place, school, other institution and public administrative area, while resting, sleeping, eating or engaging in other vital activities
X80.28      Intentional self-harm by jumping from a high place, school, other institution and public administrative area, while engaged in other specified activities
X80.29      Intentional self-harm by jumping from a high place, school, other institution and public administrative area, during unspecified activity
X80.3       Intentional self-harm by jumping from a high place, sports and athletics area
X80.30      Intentional self-harm by jumping from a high place, sports and athletics area, while engaged in sports activity
X80.31      Intentional self-harm by jumping from a high place, sports and athletics area, while engaged in leisure activity
X80.32      Intentional self-harm by jumping from a high place, sports and athletics area, while working for income
X80.33      Intentional self-harm by jumping from a high place, sports and athletics area, while engaged in other types of work
X80.34      Intentional self-harm by jumping from a high place, sports and athletics area, while resting, sleeping, eating or engaging in other vital activities
X80.38      Intentional self-harm by jumping from a high place, sports and athletics area, while engaged in other specified activities
X80.39      Intentional self-harm by jumping from a high place, sports and athletics area, during unspecified activity
X80.4       Intentional self-harm by jumping from a high place, street and highway
X80.40      Intentional self-harm by jumping from a high place, street and highway, while engaged in sports activity
X80.41      Intentional self-harm by jumping from a high place, street and highway, while engaged in leisure activity
X80.42      Intentional self-harm by jumping from a high place, street and highway, while working for income
X80.43      Intentional self-harm by jumping from a high place, street and highway, while engaged in other types of work
X80.44      Intentional self-harm by jumping from a high place, street and highway, while resting, sleeping, eating or engaging in other vital activities
X80.48      Intentional self-harm by jumping from a high place, street and highway, while engaged in other specified activities
X80.49      Intentional self-harm by jumping from a high place, street and highway, during unspecified activity
X80.5       Intentional self-harm by jumping from a high place, trade and service area
X80.50      Intentional self-harm by jumping from a high place, trade and service area, while engaged in sports activity
X80.51      Intentional self-harm by jumping from a high place, trade and service area, while engaged in leisure activity
X80.52      Intentional self-harm by jumping from a high place, trade and service area, while working for income
X80.53      Intentional self-harm by jumping from a high place, trade and service area, while engaged in other types of work
X80.54      Intentional self-harm by jumping from a high place, trade and service area, while resting, sleeping, eating or engaging in other vital activities
X80.58      Intentional self-harm by jumping from a high place, trade and service area, while engaged in other specified activities
X80.59      Intentional self-harm by jumping from a high place, trade and service area, during unspecified activity
X80.6       Intentional self-harm by jumping from a high place, industrial and construction area
X80.60      Intentional self-harm by jumping from a high place, industrial and construction area, while engaged in sports activity
X80.61      Intentional self-harm by jumping from a high place, industrial and construction area, while engaged in leisure activity
X80.62      Intentional self-harm by jumping from a high place, industrial and construction area, while working for income
X80.63      Intentional self-harm by jumping from a high place, industrial and construction area, while engaged in other types of work
X80.64      Intentional self-harm by jumping from a high place, industrial and construction area, while resting, sleeping, eating or engaging in other vital activities
X80.68      Intentional self-harm by jumping from a high place, industrial and construction area, while engaged in other specified activities
X80.69      Intentional self-harm by jumping from a high place, industrial and construction area, during unspecified activity
X80.7       Intentional self-harm by jumping from a high place, farm
X80.70      Intentional self-harm by jumping from a high place, farm, while engaged in sports activity
X80.71      Intentional self-harm by jumping from a high place, farm, while engaged in leisure activity
X80.72      Intentional self-harm by jumping from a high place, farm, while working for income
X80.73      Intentional self-harm by jumping from a high place, farm, while engaged in other types of work
X80.74      Intentional self-harm by jumping from a high place, farm, while resting, sleeping, eating or engaging in other vital activities
X80.78      Intentional self-harm by jumping from a high place, farm, while engaged in other specified activities
X80.79      Intentional self-harm by jumping from a high place, farm, during unspecified activity
X80.8       Intentional self-harm by jumping from a high place, other specified places
X80.80      Intentional self-harm by jumping from a high place, other specified places, while engaged in sports activity
X80.81      Intentional self-harm by jumping from a high place, other specified places, while engaged in leisure activity
X80.82      Intentional self-harm by jumping from a high place, other specified places, while working for income
X80.83      Intentional self-harm by jumping from a high place, other specified places, while engaged in other types of work
X80.84      Intentional self-harm by jumping from a high place, other specified places, while resting, sleeping, eating or engaging in other vital activities
X80.88      Intentional self-harm by jumping from a high place, other specified places, while engaged in other specified activities
X80.89      Intentional self-harm by jumping from a high place, other specified places, during unspecified activity
X80.9       Intentional self-harm by jumping from a high place, unspecified place
X80.90      Intentional self-harm by jumping from a high place, unspecified place, while engaged in sports activity
X80.91      Intentional self-harm by jumping from a high place, unspecified place, while engaged in leisure activity
X80.92      Intentional self-harm by jumping from a high place, unspecified place, while working for income
X80.93      Intentional self-harm by jumping from a high place, unspecified place, while engaged in other types of work
X80.94      Intentional self-harm by jumping from a high place, unspecified place, while resting, sleeping, eating or engaging in other vital activities
X80.98      Intentional self-harm by jumping from a high place, unspecified place, while engaged in other specified activities
