U50         Team ball sports
W09.64      Fall involving playground equipment, industrial and construction area, while resting, sleeping, eating or engaging in other vital activities
W09.68      Fall involving playground equipment, industrial and construction area, while engaged in other specified activities
W09.69      Fall involving playground equipment, industrial and construction area, during unspecified activity
W09.7       Fall involving playground equipment, farm
W09.70      Fall involving playground equipment, farm, while engaged in sports activity
W09.71      Fall involving playground equipment, farm, while engaged in leisure activity
W09.72      Fall involving playground equipment, farm, while working for income
W09.73      Fall involving playground equipment, farm, while engaged in other types of work
W09.74      Fall involving playground equipment, farm, while resting, sleeping, eating or engaging in other vital activities
W09.78      Fall involving playground equipment, farm, while engaged in other specified activities
W09.79      Fall involving playground equipment, farm, during unspecified activity
W09.8       Fall involving other specified playground equipment
W09.80      Fall involving playground equipment, other specified places, while engaged in sports activity
W09.81      Fall involving playground equipment, other specified places, while engaged in leisure activity
W09.82      Fall involving playground equipment, other specified places, while working for income
W09.83      Fall involving playground equipment, other specified places, while engaged in other types of work
W09.84      Fall involving playground equipment, other specified places, while resting, sleeping, eating or engaging in other vital activities
W09.88      Fall involving playground equipment, other specified places, while engaged in other specified activities
W09.89      Fall involving playground equipment, other specified places, during unspecified activity
W09.9       Fall involving unspecified playground equipment
W09.90      Fall involving playground equipment, unspecified place, while engaged in sports activity
W09.91      Fall involving playground equipment, unspecified place, while engaged in leisure activity
W09.92      Fall involving playground equipment, unspecified place, while working for income
W09.93      Fall involving playground equipment, unspecified place, while engaged in other types of work
W09.94      Fall involving playground equipment, unspecified place, while resting, sleeping, eating or engaging in other vital activities
W09.98      Fall involving playground equipment, unspecified place, while engaged in other specified activities
W09.99      Fall involving playground equipment, unspecified place, during unspecified activity
W10         Fall on and from stairs and steps
W10.0       Fall on and from escalator
W10.00      Fall on and from stairs and steps, home, while engaged in sports activity
W10.01      Fall on and from stairs and steps, home, while engaged in leisure activity
W10.02      Fall on and from stairs and steps, home, while working for income
W10.03      Fall on and from stairs and steps, home, while engaged in other types of work
W10.04      Fall on and from stairs and steps, home, while resting, sleeping, eating or engaging in other vital activities
W10.08      Fall on and from stairs and steps, home, while engaged in other specified activities
W10.09      Fall on and from stairs and steps, home, during unspecified activity
W10.1       Fall on and from travelator
W10.10      Fall on and from stairs and steps, residential institution, while engaged in sports activity
W10.11      Fall on and from stairs and steps, residential institution, while engaged in leisure activity
W10.12      Fall on and from stairs and steps, residential institution, while working for income
W10.13      Fall on and from stairs and steps, residential institution, while engaged in other types of work
W10.14      Fall on and from stairs and steps, residential institution, while resting, sleeping, eating or engaging in other vital activities
W10.18      Fall on and from stairs and steps, residential institution, while engaged in other specified activities
W10.19      Fall on and from stairs and steps, residential institution, during unspecified activity
W10.2       Fall on and from ramp
W10.20      Fall on and from stairs and steps, school, other institution and public administrative area, while engaged in sports activity
W10.21      Fall on and from stairs and steps, school, other institution and public administrative area, while engaged in leisure activity
W10.22      Fall on and from stairs and steps, school, other institution and public administrative area, while working for income
W10.23      Fall on and from stairs and steps, school, other institution and public administrative area, while engaged in other types of work
W10.24      Fall on and from stairs and steps, school, other institution and public administrative area, while resting, sleeping, eating or engaging in other vital activities
W10.28      Fall on and from stairs and steps, school, other institution and public administrative area, while engaged in other specified activities
W10.29      Fall on and from stairs and steps, school, other institution and public administrative area, during unspecified activity
W10.3       Fall on and from stairs and steps, sports and athletics area
W10.30      Fall on and from stairs and steps, sports and athletics area, while engaged in sports activity
W10.31      Fall on and from stairs and steps, sports and athletics area, while engaged in leisure activity
W10.32      Fall on and from stairs and steps, sports and athletics area, while working for income
W10.33      Fall on and from stairs and steps, sports and athletics area, while engaged in other types of work
W10.34      Fall on and from stairs and steps, sports and athletics area, while resting, sleeping, eating or engaging in other vital activities
W10.38      Fall on and from stairs and steps, sports and athletics area, while engaged in other specified activities
W10.39      Fall on and from stairs and steps, sports and athletics area, during unspecified activity
W10.4       Fall on and from stairs and steps, street and highway
W10.40      Fall on and from stairs and steps, street and highway, while engaged in sports activity
W10.41      Fall on and from stairs and steps, street and highway, while engaged in leisure activity
W10.42      Fall on and from stairs and steps, street and highway, while working for income
W10.43      Fall on and from stairs and steps, street and highway, while engaged in other types of work
W10.44      Fall on and from stairs and steps, street and highway, while resting, sleeping, eating or engaging in other vital activities
W10.48      Fall on and from stairs and steps, street and highway, while engaged in other specified activities
W10.49      Fall on and from stairs and steps, street and highway, during unspecified activity
W10.5       Fall on and from stairs and steps, trade and service area
W10.50      Fall on and from stairs and steps, trade and service area, while engaged in sports activity
W10.51      Fall on and from stairs and steps, trade and service area, while engaged in leisure activity
W10.52      Fall on and from stairs and steps, trade and service area, while working for income
W10.53      Fall on and from stairs and steps, trade and service area, while engaged in other types of work
W10.54      Fall on and from stairs and steps, trade and service area, while resting, sleeping, eating or engaging in other vital activities
W10.58      Fall on and from stairs and steps, trade and service area, while engaged in other specified activities
W10.59      Fall on and from stairs and steps, trade and service area, during unspecified activity
W10.6       Fall on and from stairs and steps, industrial and construction area
W10.60      Fall on and from stairs and steps, industrial and construction area, while engaged in sports activity
W10.61      Fall on and from stairs and steps, industrial and construction area, while engaged in leisure activity
W10.62      Fall on and from stairs and steps, industrial and construction area, while working for income
W10.63      Fall on and from stairs and steps, industrial and construction area, while engaged in other types of work
W10.64      Fall on and from stairs and steps, industrial and construction area, while resting, sleeping, eating or engaging in other vital activities
W10.68      Fall on and from stairs and steps, industrial and construction area, while engaged in other specified activities
W10.69      Fall on and from stairs and steps, industrial and construction area, during unspecified activity
W10.7       Fall on and from stairs and steps, farm
W10.70      Fall on and from stairs and steps, farm, while engaged in sports activity
W10.71      Fall on and from stairs and steps, farm, while engaged in leisure activity
W10.72      Fall on and from stairs and steps, farm, while working for income
W10.73      Fall on and from stairs and steps, farm, while engaged in other types of work
W10.74      Fall on and from stairs and steps, farm, while resting, sleeping, eating or engaging in other vital activities
W10.78      Fall on and from stairs and steps, farm, while engaged in other specified activities
W10.79      Fall on and from stairs and steps, farm, during unspecified activity
W10.8       Fall on and from stairs and steps, other specified places
W10.80      Fall on and from stairs and steps, other specified places, while engaged in sports activity
W10.81      Fall on and from stairs and steps, other specified places, while engaged in leisure activity
W10.82      Fall on and from stairs and steps, other specified places, while working for income
W10.83      Fall on and from stairs and steps, other specified places, while engaged in other types of work
W10.84      Fall on and from stairs and steps, other specified places, while resting, sleeping, eating or engaging in other vital activities
W10.88      Fall on and from stairs and steps, other specified places, while engaged in other specified activities
W10.89      Fall on and from stairs and steps, other specified places, during unspecified activity
W10.9       Fall on and from other and unspecified stairs and steps
W10.90      Fall on and from stairs and steps, unspecified place, while engaged in sports activity
W10.91      Fall on and from stairs and steps, unspecified place, while engaged in leisure activity
W10.92      Fall on and from stairs and steps, unspecified place, while working for income
W10.93      Fall on and from stairs and steps, unspecified place, while engaged in other types of work
W10.94      Fall on and from stairs and steps, unspecified place, while resting, sleeping, eating or engaging in other vital activities
W10.98      Fall on and from stairs and steps, unspecified place, while engaged in other specified activities
W10.99      Fall on and from stairs and steps, unspecified place, during unspecified activity
W11         Fall on and from ladder
W11.0       Fall on and from ladder, home
W11.00      Fall on and from ladder, home, while engaged in sports activity
W11.01      Fall on and from ladder, home, while engaged in leisure activity
W11.02      Fall on and from ladder, home, while working for income
W11.03      Fall on and from ladder, home, while engaged in other types of work
W11.04      Fall on and from ladder, home, while resting, sleeping, eating or engaging in other vital activities
W11.08      Fall on and from ladder, home, while engaged in other specified activities
W11.09      Fall on and from ladder, home, during unspecified activity
W11.1       Fall on and from ladder, residential institution
W11.10      Fall on and from ladder, residential institution, while engaged in sports activity
W11.11      Fall on and from ladder, residential institution, while engaged in leisure activity
W11.12      Fall on and from ladder, residential institution, while working for income
W11.13      Fall on and from ladder, residential institution, while engaged in other types of work
W11.14      Fall on and from ladder, residential institution, while resting, sleeping, eating or engaging in other vital activities
W11.18      Fall on and from ladder, residential institution, while engaged in other specified activities
W11.19      Fall on and from ladder, residential institution, during unspecified activity
W11.2       Fall on and from ladder, school, other institution and public administrative area
W11.20      Fall on and from ladder, school, other institution and public administrative area, while engaged in sports activity
W11.21      Fall on and from ladder, school, other institution and public administrative area, while engaged in leisure activity
W11.22      Fall on and from ladder, school, other institution and public administrative area, while working for income
W11.23      Fall on and from ladder, school, other institution and public administrative area, while engaged in other types of work
W11.24      Fall on and from ladder, school, other institution and public administrative area, while resting, sleeping, eating or engaging in other vital activities
W11.28      Fall on and from ladder, school, other institution and public administrative area, while engaged in other specified activities
W11.29      Fall on and from ladder, school, other institution and public administrative area, during unspecified activity
W11.3       Fall on and from ladder, sports and athletics area
W11.30      Fall on and from ladder, sports and athletics area, while engaged in sports activity
W11.31      Fall on and from ladder, sports and athletics area, while engaged in leisure activity
W11.32      Fall on and from ladder, sports and athletics area, while working for income
W11.33      Fall on and from ladder, sports and athletics area, while engaged in other types of work
W11.34      Fall on and from ladder, sports and athletics area, while resting, sleeping, eating or engaging in other vital activities
W11.38      Fall on and from ladder, sports and athletics area, while engaged in other specified activities
W11.39      Fall on and from ladder, sports and athletics area, during unspecified activity
W11.4       Fall on and from ladder, street and highway
W11.40      Fall on and from ladder, street and highway, while engaged in sports activity
W11.41      Fall on and from ladder, street and highway, while engaged in leisure activity
W11.42      Fall on and from ladder, street and highway, while working for income
W11.43      Fall on and from ladder, street and highway, while engaged in other types of work
W11.44      Fall on and from ladder, street and highway, while resting, sleeping, eating or engaging in other vital activities
W11.48      Fall on and from ladder, street and highway, while engaged in other specified activities
W11.49      Fall on and from ladder, street and highway, during unspecified activity
W11.5       Fall on and from ladder, trade and service area
W11.50      Fall on and from ladder, trade and service area, while engaged in sports activity
W11.51      Fall on and from ladder, trade and service area, while engaged in leisure activity
W11.52      Fall on and from ladder, trade and service area, while working for income
W11.53      Fall on and from ladder, trade and service area, while engaged in other types of work
W11.54      Fall on and from ladder, trade and service area, while resting, sleeping, eating or engaging in other vital activities
W11.58      Fall on and from ladder, trade and service area, while engaged in other specified activities
W11.59      Fall on and from ladder, trade and service area, during unspecified activity
W11.6       Fall on and from ladder, industrial and construction area
W11.60      Fall on and from ladder, industrial and construction area, while engaged in sports activity
W11.61      Fall on and from ladder, industrial and construction area, while engaged in leisure activity
W11.62      Fall on and from ladder, industrial and construction area, while working for income
W11.63      Fall on and from ladder, industrial and construction area, while engaged in other types of work
W11.64      Fall on and from ladder, industrial and construction area, while resting, sleeping, eating or engaging in other vital activities
W11.68      Fall on and from ladder, industrial and construction area, while engaged in other specified activities
W11.69      Fall on and from ladder, industrial and construction area, during unspecified activity
W11.7       Fall on and from ladder, farm
W11.70      Fall on and from ladder, farm, while engaged in sports activity
W11.71      Fall on and from ladder, farm, while engaged in leisure activity
W11.72      Fall on and from ladder, farm, while working for income
W11.73      Fall on and from ladder, farm, while engaged in other types of work
W11.74      Fall on and from ladder, farm, while resting, sleeping, eating or engaging in other vital activities
W11.78      Fall on and from ladder, farm, while engaged in other specified activities
W11.79      Fall on and from ladder, farm, during unspecified activity
W11.8       Fall on and from ladder, other specified places
W11.80      Fall on and from ladder, other specified places, while engaged in sports activity
W11.81      Fall on and from ladder, other specified places, while engaged in leisure activity
W11.82      Fall on and from ladder, other specified places, while working for income
W11.83      Fall on and from ladder, other specified places, while engaged in other types of work
W11.84      Fall on and from ladder, other specified places, while resting, sleeping, eating or engaging in other vital activities
W11.88      Fall on and from ladder, other specified places, while engaged in other specified activities
W11.89      Fall on and from ladder, other specified places, during unspecified activity
W11.9       Fall on and from ladder, unspecified place
W11.90      Fall on and from ladder, unspecified place, while engaged in sports activity
W11.91      Fall on and from ladder, unspecified place, while engaged in leisure activity
W11.92      Fall on and from ladder, unspecified place, while working for income
W11.93      Fall on and from ladder, unspecified place, while engaged in other types of work
W11.94      Fall on and from ladder, unspecified place, while resting, sleeping, eating or engaging in other vital activities
W11.98      Fall on and from ladder, unspecified place, while engaged in other specified activities
W11.99      Fall on and from ladder, unspecified place, during unspecified activity
W12         Fall on and from scaffolding
W12.0       Fall on and from scaffolding, home
W12.00      Fall on and from scaffolding, home, while engaged in sports activity
W12.01      Fall on and from scaffolding, home, while engaged in leisure activity
W12.02      Fall on and from scaffolding, home, while working for income
W12.03      Fall on and from scaffolding, home, while engaged in other types of work
W12.04      Fall on and from scaffolding, home, while resting, sleeping, eating or engaging in other vital activities
W12.08      Fall on and from scaffolding, home, while engaged in other specified activities
W12.09      Fall on and from scaffolding, home, during unspecified activity
W12.1       Fall on and from scaffolding, residential institution
W12.10      Fall on and from scaffolding, residential institution, while engaged in sports activity
W12.11      Fall on and from scaffolding, residential institution, while engaged in leisure activity
W12.12      Fall on and from scaffolding, residential institution, while working for income
W12.13      Fall on and from scaffolding, residential institution, while engaged in other types of work
W12.14      Fall on and from scaffolding, residential institution, while resting, sleeping, eating or engaging in other vital activities
W12.18      Fall on and from scaffolding, residential institution, while engaged in other specified activities
W12.19      Fall on and from scaffolding, residential institution, during unspecified activity
W12.2       Fall on and from scaffolding, school, other institution and public administrative area
W12.20      Fall on and from scaffolding, school, other institution and public administrative area, while engaged in sports activity
W12.21      Fall on and from scaffolding, school, other institution and public administrative area, while engaged in leisure activity
W12.22      Fall on and from scaffolding, school, other institution and public administrative area, while working for income
W12.23      Fall on and from scaffolding, school, other institution and public administrative area, while engaged in other types of work
W12.24      Fall on and from scaffolding, school, other institution and public administrative area, while resting, sleeping, eating or engaging in other vital activities
W12.28      Fall on and from scaffolding, school, other institution and public administrative area, while engaged in other specified activities
W12.29      Fall on and from scaffolding, school, other institution and public administrative area, during unspecified activity
W12.3       Fall on and from scaffolding, sports and athletics area
W12.30      Fall on and from scaffolding, sports and athletics area, while engaged in sports activity
W12.31      Fall on and from scaffolding, sports and athletics area, while engaged in leisure activity
W12.32      Fall on and from scaffolding, sports and athletics area, while working for income
W12.33      Fall on and from scaffolding, sports and athletics area, while engaged in other types of work
W12.34      Fall on and from scaffolding, sports and athletics area, while resting, sleeping, eating or engaging in other vital activities
W12.38      Fall on and from scaffolding, sports and athletics area, while engaged in other specified activities
W12.39      Fall on and from scaffolding, sports and athletics area, during unspecified activity
W12.4       Fall on and from scaffolding, street and highway
W12.40      Fall on and from scaffolding, street and highway, while engaged in sports activity
W12.41      Fall on and from scaffolding, street and highway, while engaged in leisure activity
W12.42      Fall on and from scaffolding, street and highway, while working for income
W12.43      Fall on and from scaffolding, street and highway, while engaged in other types of work
W12.44      Fall on and from scaffolding, street and highway, while resting, sleeping, eating or engaging in other vital activities
W12.48      Fall on and from scaffolding, street and highway, while engaged in other specified activities
W12.49      Fall on and from scaffolding, street and highway, during unspecified activity
W12.5       Fall on and from scaffolding, trade and service area
W12.50      Fall on and from scaffolding, trade and service area, while engaged in sports activity
W12.51      Fall on and from scaffolding, trade and service area, while engaged in leisure activity
W12.52      Fall on and from scaffolding, trade and service area, while working for income
W12.53      Fall on and from scaffolding, trade and service area, while engaged in other types of work
W12.54      Fall on and from scaffolding, trade and service area, while resting, sleeping, eating or engaging in other vital activities
W12.58      Fall on and from scaffolding, trade and service area, while engaged in other specified activities
W12.59      Fall on and from scaffolding, trade and service area, during unspecified activity
W12.6       Fall on and from scaffolding, industrial and construction area
W12.60      Fall on and from scaffolding, industrial and construction area, while engaged in sports activity
W12.61      Fall on and from scaffolding, industrial and construction area, while engaged in leisure activity
W12.62      Fall on and from scaffolding, industrial and construction area, while working for income
W12.63      Fall on and from scaffolding, industrial and construction area, while engaged in other types of work
W12.64      Fall on and from scaffolding, industrial and construction area, while resting, sleeping, eating or engaging in other vital activities
W12.68      Fall on and from scaffolding, industrial and construction area, while engaged in other specified activities
W12.69      Fall on and from scaffolding, industrial and construction area, during unspecified activity
W12.7       Fall on and from scaffolding, farm
W12.70      Fall on and from scaffolding, farm, while engaged in sports activity
W12.71      Fall on and from scaffolding, farm, while engaged in leisure activity
W12.72      Fall on and from scaffolding, farm, while working for income
W12.73      Fall on and from scaffolding, farm, while engaged in other types of work
W12.74      Fall on and from scaffolding, farm, while resting, sleeping, eating or engaging in other vital activities
W12.78      Fall on and from scaffolding, farm, while engaged in other specified activities
W12.79      Fall on and from scaffolding, farm, during unspecified activity
W12.8       Fall on and from scaffolding, other specified places
W12.80      Fall on and from scaffolding, other specified places, while engaged in sports activity
W12.81      Fall on and from scaffolding, other specified places, while engaged in leisure activity
W12.82      Fall on and from scaffolding, other specified places, while working for income
W12.83      Fall on and from scaffolding, other specified places, while engaged in other types of work
W12.84      Fall on and from scaffolding, other specified places, while resting, sleeping, eating or engaging in other vital activities
W12.88      Fall on and from scaffolding, other specified places, while engaged in other specified activities
W12.89      Fall on and from scaffolding, other specified places, during unspecified activity
W12.9       Fall on and from scaffolding, unspecified place
W12.90      Fall on and from scaffolding, unspecified place, while engaged in sports activity
W12.91      Fall on and from scaffolding, unspecified place, while engaged in leisure activity
W12.92      Fall on and from scaffolding, unspecified place, while working for income
W12.93      Fall on and from scaffolding, unspecified place, while engaged in other types of work
W12.94      Fall on and from scaffolding, unspecified place, while resting, sleeping, eating or engaging in other vital activities
W12.98      Fall on and from scaffolding, unspecified place, while engaged in other specified activities
W12.99      Fall on and from scaffolding, unspecified place, during unspecified activity
W13         Fall from, out of or through building or structure
W13.0       Fall from or through balcony or verandah
W13.00      Fall from, out of or through building or structure, home, while engaged in sports activity
W13.01      Fall from, out of or through building or structure, home, while engaged in leisure activity
W13.02      Fall from, out of or through building or structure, home, while working for income
W13.03      Fall from, out of or through building or structure, home, while engaged in other types of work
W13.04      Fall from, out of or through building or structure, home, while resting, sleeping, eating or engaging in other vital activities
W13.08      Fall from, out of or through building or structure, home, while engaged in other specified activities
W13.09      Fall from, out of or through building or structure, home, during unspecified activity
W13.1       Fall out of or through window
W13.10      Fall from, out of or through building or structure, residential institution, while engaged in sports activity
W13.11      Fall from, out of or through building or structure, residential institution, while engaged in leisure activity
W13.12      Fall from, out of or through building or structure, residential institution, while working for income
W13.13      Fall from, out of or through building or structure, residential institution, while engaged in other types of work
W13.14      Fall from, out of or through building or structure, residential institution, while resting, sleeping, eating or engaging in other vital activities
W13.18      Fall from, out of or through building or structure, residential institution, while engaged in other specified activities
W13.19      Fall from, out of or through building or structure, residential institution, during unspecified activity
W13.2       Fall out of or through glass door
W13.20      Fall from, out of or through building or structure, school, other institution and public administrative area, while engaged in sports activity
W13.21      Fall from, out of or through building or structure, school, other institution and public administrative area, while engaged in leisure activity
W13.22      Fall from, out of or through building or structure, school, other institution and public administrative area, while working for income
W13.23      Fall from, out of or through building or structure, school, other institution and public administrative area, while engaged in other types of work
W13.24      Fall from, out of or through building or structure, school, other institution and public administrative area, while resting, sleeping, eating or engaging in other vital activities
W13.28      Fall from, out of or through building or structure, school, other institution and public administrative area, while engaged in other specified activities
W13.29      Fall from, out of or through building or structure, school, other institution and public administrative area, during unspecified activity
W13.3       Fall from roof
W13.30      Fall from, out of or through building or structure, sports and athletics area, while engaged in sports activity
W13.31      Fall from, out of or through building or structure, sports and athletics area, while engaged in leisure activity
W13.32      Fall from, out of or through building or structure, sports and athletics area, while working for income
W13.33      Fall from, out of or through building or structure, sports and athletics area, while engaged in other types of work
W13.34      Fall from, out of or through building or structure, sports and athletics area, while resting, sleeping, eating or engaging in other vital activities
W13.38      Fall from, out of or through building or structure, sports and athletics area, while engaged in other specified activities
W13.39      Fall from, out of or through building or structure, sports and athletics area, during unspecified activity
W13.4       Fall through roof
W13.40      Fall from, out of or through building or structure, street and highway, while engaged in sports activity
W13.41      Fall from, out of or through building or structure, street and highway, while engaged in leisure activity
W13.42      Fall from, out of or through building or structure, street and highway, while working for income
W13.43      Fall from, out of or through building or structure, street and highway, while engaged in other types of work
W13.44      Fall from, out of or through building or structure, street and highway, while resting, sleeping, eating or engaging in other vital activities
W13.48      Fall from, out of or through building or structure, street and highway, while engaged in other specified activities
W13.49      Fall from, out of or through building or structure, street and highway, during unspecified activity
W13.5       Fall from or through floor
W13.50      Fall from, out of or through building or structure, trade and service area, while engaged in sports activity
W13.51      Fall from, out of or through building or structure, trade and service area, while engaged in leisure activity
W13.52      Fall from, out of or through building or structure, trade and service area, while working for income
W13.53      Fall from, out of or through building or structure, trade and service area, while engaged in other types of work
W13.54      Fall from, out of or through building or structure, trade and service area, while resting, sleeping, eating or engaging in other vital activities
W13.58      Fall from, out of or through building or structure, trade and service area, while engaged in other specified activities
W13.59      Fall from, out of or through building or structure, trade and service area, during unspecified activity
W13.6       Fall from, out of or through building or structure, industrial and construction area
W13.60      Fall from, out of or through building or structure, industrial and construction area, while engaged in sports activity
W13.61      Fall from, out of or through building or structure, industrial and construction area, while engaged in leisure activity
W13.62      Fall from, out of or through building or structure, industrial and construction area, while working for income
W13.63      Fall from, out of or through building or structure, industrial and construction area, while engaged in other types of work
W13.64      Fall from, out of or through building or structure, industrial and construction area, while resting, sleeping, eating or engaging in other vital activities
W13.68      Fall from, out of or through building or structure, industrial and construction area, while engaged in other specified activities
W13.69      Fall from, out of or through building or structure, industrial and construction area, during unspecified activity
W13.7       Fall from, out of or through building or structure, farm
W13.70      Fall from, out of or through building or structure, farm, while engaged in sports activity
W13.71      Fall from, out of or through building or structure, farm, while engaged in leisure activity
W13.72      Fall from, out of or through building or structure, farm, while working for income
W13.73      Fall from, out of or through building or structure, farm, while engaged in other types of work
W13.74      Fall from, out of or through building or structure, farm, while resting, sleeping, eating or engaging in other vital activities
W13.78      Fall from, out of or through building or structure, farm, while engaged in other specified activities
W13.79      Fall from, out of or through building or structure, farm, during unspecified activity
W13.8       Fall from, out of or through other specified building or structure
W13.80      Fall from, out of or through building or structure, other specified places, while engaged in sports activity
W13.81      Fall from, out of or through building or structure, other specified places, while engaged in leisure activity
W13.82      Fall from, out of or through building or structure, other specified places, while working for income
W13.83      Fall from, out of or through building or structure, other specified places, while engaged in other types of work
W13.84      Fall from, out of or through building or structure, other specified places, while resting, sleeping, eating or engaging in other vital activities
W13.88      Fall from, out of or through building or structure, other specified places, while engaged in other specified activities
W13.89      Fall from, out of or through building or structure, other specified places, during unspecified activity
W13.9       Fall from, out of or through unspecified building or structure
W13.90      Fall from, out of or through building or structure, unspecified place, while engaged in sports activity
W13.91      Fall from, out of or through building or structure, unspecified place, while engaged in leisure activity
W13.92      Fall from, out of or through building or structure, unspecified place, while working for income
W13.93      Fall from, out of or through building or structure, unspecified place, while engaged in other types of work
W13.94      Fall from, out of or through building or structure, unspecified place, while resting, sleeping, eating or engaging in other vital activities
W13.98      Fall from, out of or through building or structure, unspecified place, while engaged in other specified activities
W13.99      Fall from, out of or through building or structure, unspecified place, during unspecified activity
W14         Fall from tree
W14.0       Fall from tree, home
W14.00      Fall from tree, home, while engaged in sports activity
W14.01      Fall from tree, home, while engaged in leisure activity
W14.02      Fall from tree, home, while working for income
W14.03      Fall from tree, home, while engaged in other types of work
W14.04      Fall from tree, home, while resting, sleeping, eating or engaging in other vital activities
W14.08      Fall from tree, home, while engaged in other specified activities
W14.09      Fall from tree, home, during unspecified activity
W14.1       Fall from tree, residential institution
W14.10      Fall from tree, residential institution, while engaged in sports activity
W14.11      Fall from tree, residential institution, while engaged in leisure activity
W14.12      Fall from tree, residential institution, while working for income
W14.13      Fall from tree, residential institution, while engaged in other types of work
W14.14      Fall from tree, residential institution, while resting, sleeping, eating or engaging in other vital activities
W14.18      Fall from tree, residential institution, while engaged in other specified activities
W14.19      Fall from tree, residential institution, during unspecified activity
W14.2       Fall from tree, school, other institution and public administrative area
W14.20      Fall from tree, school, other institution and public administrative area, while engaged in sports activity
W14.21      Fall from tree, school, other institution and public administrative area, while engaged in leisure activity
W14.22      Fall from tree, school, other institution and public administrative area, while working for income
W14.23      Fall from tree, school, other institution and public administrative area, while engaged in other types of work
W14.24      Fall from tree, school, other institution and public administrative area, while resting, sleeping, eating or engaging in other vital activities
W14.28      Fall from tree, school, other institution and public administrative area, while engaged in other specified activities
W14.29      Fall from tree, school, other institution and public administrative area, during unspecified activity
W14.3       Fall from tree, sports and athletics area
W14.30      Fall from tree, sports and athletics area, while engaged in sports activity
W14.31      Fall from tree, sports and athletics area, while engaged in leisure activity
W14.32      Fall from tree, sports and athletics area, while working for income
W14.33      Fall from tree, sports and athletics area, while engaged in other types of work
W14.34      Fall from tree, sports and athletics area, while resting, sleeping, eating or engaging in other vital activities
W14.38      Fall from tree, sports and athletics area, while engaged in other specified activities
W14.39      Fall from tree, sports and athletics area, during unspecified activity
W14.4       Fall from tree, street and highway
W14.40      Fall from tree, street and highway, while engaged in sports activity
W14.41      Fall from tree, street and highway, while engaged in leisure activity
W14.42      Fall from tree, street and highway, while working for income
W14.43      Fall from tree, street and highway, while engaged in other types of work
W14.44      Fall from tree, street and highway, while resting, sleeping, eating or engaging in other vital activities
W14.48      Fall from tree, street and highway, while engaged in other specified activities
W14.49      Fall from tree, street and highway, during unspecified activity
W14.5       Fall from tree, trade and service area
W14.50      Fall from tree, trade and service area, while engaged in sports activity
W14.51      Fall from tree, trade and service area, while engaged in leisure activity
W14.52      Fall from tree, trade and service area, while working for income
W14.53      Fall from tree, trade and service area, while engaged in other types of work
W14.54      Fall from tree, trade and service area, while resting, sleeping, eating or engaging in other vital activities
W14.58      Fall from tree, trade and service area, while engaged in other specified activities
W14.59      Fall from tree, trade and service area, during unspecified activity
W14.6       Fall from tree, industrial and construction area
W14.60      Fall from tree, industrial and construction area, while engaged in sports activity
W14.61      Fall from tree, industrial and construction area, while engaged in leisure activity
W14.62      Fall from tree, industrial and construction area, while working for income
W14.63      Fall from tree, industrial and construction area, while engaged in other types of work
W14.64      Fall from tree, industrial and construction area, while resting, sleeping, eating or engaging in other vital activities
W14.68      Fall from tree, industrial and construction area, while engaged in other specified activities
W14.69      Fall from tree, industrial and construction area, during unspecified activity
W14.7       Fall from tree, farm
W14.70      Fall from tree, farm, while engaged in sports activity
W14.71      Fall from tree, farm, while engaged in leisure activity
W14.72      Fall from tree, farm, while working for income
W14.73      Fall from tree, farm, while engaged in other types of work
W14.74      Fall from tree, farm, while resting, sleeping, eating or engaging in other vital activities
W14.78      Fall from tree, farm, while engaged in other specified activities
W14.79      Fall from tree, farm, during unspecified activity
W14.8       Fall from tree, other specified places
W14.80      Fall from tree, other specified places, while engaged in sports activity
W14.81      Fall from tree, other specified places, while engaged in leisure activity
W14.82      Fall from tree, other specified places, while working for income
W14.83      Fall from tree, other specified places, while engaged in other types of work
W14.84      Fall from tree, other specified places, while resting, sleeping, eating or engaging in other vital activities
W14.88      Fall from tree, other specified places, while engaged in other specified activities
W14.89      Fall from tree, other specified places, during unspecified activity
W14.9       Fall from tree, unspecified place
W14.90      Fall from tree, unspecified place, while engaged in sports activity
W14.91      Fall from tree, unspecified place, while engaged in leisure activity
W14.92      Fall from tree, unspecified place, while working for income
W14.93      Fall from tree, unspecified place, while engaged in other types of work
W14.94      Fall from tree, unspecified place, while resting, sleeping, eating or engaging in other vital activities
W14.98      Fall from tree, unspecified place, while engaged in other specified activities
W14.99      Fall from tree, unspecified place, during unspecified activity
W15         Fall from cliff
W15.0       Fall from cliff, home
W15.00      Fall from cliff, home, while engaged in sports activity
W15.01      Fall from cliff, home, while engaged in leisure activity
W15.02      Fall from cliff, home, while working for income
W15.03      Fall from cliff, home, while engaged in other types of work
W15.04      Fall from cliff, home, while resting, sleeping, eating or engaging in other vital activities
W15.08      Fall from cliff, home, while engaged in other specified activities
W15.09      Fall from cliff, home, during unspecified activity
W15.1       Fall from cliff, residential institution
W15.10      Fall from cliff, residential institution, while engaged in sports activity
W15.11      Fall from cliff, residential institution, while engaged in leisure activity
W15.12      Fall from cliff, residential institution, while working for income
W15.13      Fall from cliff, residential institution, while engaged in other types of work
W15.14      Fall from cliff, residential institution, while resting, sleeping, eating or engaging in other vital activities
W15.18      Fall from cliff, residential institution, while engaged in other specified activities
W15.19      Fall from cliff, residential institution, during unspecified activity
