U50         Team ball sports
V09.93      Pedestrian injured in unspecified transport accident, while engaged in other types of work
V09.94      Pedestrian injured in unspecified transport accident, while resting, sleeping, eating or engaging in other vital activities
V09.98      Pedestrian injured in unspecified transport accident, while engaged in other specified activities
V09.99      Pedestrian injured in unspecified transport accident, during unspecified activity
V10         Pedal cyclist injured in collision with pedestrian or animal
V10.0       Pedal cyclist injured in collision with pedestrian or animal, driver injured in nontraffic accident
V10.00      Pedal cyclist injured in collision with pedestrian or animal, driver, nontraffic accident, while engaged in sports activity
V10.01      Pedal cyclist injured in collision with pedestrian or animal, driver, nontraffic accident, while engaged in leisure activity
V10.02      Pedal cyclist injured in collision with pedestrian or animal, driver, nontraffic accident, while working for an income
V10.03      Pedal cyclist injured in collision with pedestrian or animal, driver, nontraffic accident, while engaged in other types of work
V10.04      Pedal cyclist injured in collision with pedestrian or animal, driver, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V10.08      Pedal cyclist injured in collision with pedestrian or animal, driver, nontraffic accident, while engaged in other specified activities
V10.09      Pedal cyclist injured in collision with pedestrian or animal, driver, nontraffic accident, during unspecified activity
V10.1       Pedal cyclist injured in collision with pedestrian or animal, passenger injured in nontraffic accident
V10.10      Pedal cyclist injured in collision with pedestrian or animal, passenger, nontraffic accident, while engaged in sports activity
V10.11      Pedal cyclist injured in collision with pedestrian or animal, passenger, nontraffic accident, while engaged in leisure activity
V10.12      Pedal cyclist injured in collision with pedestrian or animal, passenger, nontraffic accident, while working for an income
V10.13      Pedal cyclist injured in collision with pedestrian or animal, passenger, nontraffic accident, while engaged in other types of work
V10.14      Pedal cyclist injured in collision with pedestrian or animal, passenger, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V10.18      Pedal cyclist injured in collision with pedestrian or animal, passenger, nontraffic accident, while engaged in other specified activities
V10.19      Pedal cyclist injured in collision with pedestrian or animal, passenger, nontraffic accident, during unspecified activity
V10.2       Pedal cyclist injured in collision with pedestrian or animal, unspecified pedal cyclist injured in nontraffic accident
V10.20      Pedal cyclist injured in collision with pedestrian or animal, unspecified pedal cyclist, nontraffic accident, while engaged in sports activity
V10.21      Pedal cyclist injured in collision with pedestrian or animal, unspecified pedal cyclist, nontraffic accident, while engaged in leisure activity
V10.22      Pedal cyclist injured in collision with pedestrian or animal, unspecified pedal cyclist, nontraffic accident, while working for an income
V10.23      Pedal cyclist injured in collision with pedestrian or animal, unspecified pedal cyclist, nontraffic accident, while engaged in other types of work
V10.24      Pedal cyclist injured in collision with pedestrian or animal, unspecified pedal cyclist, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V10.28      Pedal cyclist injured in collision with pedestrian or animal, unspecified pedal cyclist, nontraffic accident, while engaged in other specified activities
V10.29      Pedal cyclist injured in collision with pedestrian or animal, unspecified pedal cyclist, nontraffic accident, during unspecified activity
V10.3       Pedal cyclist injured in collision with pedestrian or animal, person injured while boarding or alighting
V10.30      Pedal cyclist injured in collision with pedestrian or animal, while boarding or alighting, while engaged in sports activity
V10.31      Pedal cyclist injured in collision with pedestrian or animal, while boarding or alighting, while engaged in leisure activity
V10.32      Pedal cyclist injured in collision with pedestrian or animal, while boarding or alighting, while working for an income
V10.33      Pedal cyclist injured in collision with pedestrian or animal, while boarding or alighting, while engaged in other types of work
V10.34      Pedal cyclist injured in collision with pedestrian or animal, while boarding or alighting, while resting, sleeping, eating or engaging in other vital activities
V10.38      Pedal cyclist injured in collision with pedestrian or animal, while boarding or alighting, while engaged in other specified activities
V10.39      Pedal cyclist injured in collision with pedestrian or animal, while boarding or alighting, during unspecified activity
V10.4       Pedal cyclist injured in collision with pedestrian or animal, driver injured in traffic accident
V10.40      Pedal cyclist injured in collision with pedestrian or animal, driver, traffic accident, while engaged in sports activity
V10.41      Pedal cyclist injured in collision with pedestrian or animal, driver, traffic accident, while engaged in leisure activity
V10.42      Pedal cyclist injured in collision with pedestrian or animal, driver, traffic accident, while working for an income
V10.43      Pedal cyclist injured in collision with pedestrian or animal, driver, traffic accident, while engaged in other types of work
V10.44      Pedal cyclist injured in collision with pedestrian or animal, driver, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V10.48      Pedal cyclist injured in collision with pedestrian or animal, driver, traffic accident, while engaged in other specified activities
V10.49      Pedal cyclist injured in collision with pedestrian or animal, driver, traffic accident, during unspecified activity
V10.5       Pedal cyclist injured in collision with pedestrian or animal, passenger injured in traffic accident
V10.50      Pedal cyclist injured in collision with pedestrian or animal, passenger, traffic accident, while engaged in sports activity
